latitude,longitude,Home Type,first_name,last_name,company_name,address,city,county,state,zip,phone1,NEM1,NEM2,NEM3,NEM4,NEM5
33.1011,-117.25,Single Family,Jovita,Oles,"Pagano, Philip G Esq",8 S Haven St,Daytona Beach,Volusia,FL,32114,386-248-4118,90,80,70,69,28
33.1011,-117.25,Multi-family,Alesia,Hixenbaugh,Kwikprint,9 Front St,Washington,District of Columbia,DC,20001,202-646-7516,72,84,56,64,24
33.1011,-117.25,Multi-family,Lai,Harabedian,Buergi & Madden Scale,1933 Packer Ave #2,Novato,Marin,CA,94945,415-423-3294,100,79,54,43,36
38.3436,-123.04,Multi-family,Brittni,Gillaspie,Inner Label,67 Rv Cent,Boise,Ada,ID,83709,208-709-1235,88,62,78,42,25
37.6539,-122.4,Single Family,Raylene,Kampa,Hermar Inc,2 Sw Nyberg Rd,Elkhart,Elkhart,IN,46514,574-499-1454,90,73,69,64,39
37.6539,-122.4,Single Family,Flo,Bookamer,Simonton Howe & Schneider Pc,89992 E 15th St,Alliance,Box Butte,NE,69301,308-726-2182,95,82,54,70,26
37.6539,-122.4,Single Family,Jani,Biddy,Warehouse Office & Paper Prod,61556 W 20th Ave,Seattle,King,WA,98104,206-711-6498,78,77,56,67,46
37.8558,-120.94,Single Family,Chauncey,Motley,Affiliated With Travelodge,63 E Aurora Dr,Orlando,Orange,FL,32804,407-413-4842,72,77,77,48,41
37.8558,-120.94,Multi-family,James,Butt,"Benton, John B Jr",6650 N Blue Gum St,New Orleans,Orleans,LA,70116,504-621-8928,87,66,56,47,39
33.1228,-117.29,Single Family,Josephine,Darakjy,"Chanay, Jeffrey A Esq",5 B Blue Ridge Blvd,Brighton,Livingston,MI,48116,810-292-9389,87,74,69,42,27
33.1228,-117.29,Single Family,Art,Venere,"Chemel, James L Cpa",9 W Cerritos Ave #54,Bridgeport,Gloucester,NJ,8014,856-636-8750,75,73,53,63,39
33.1228,-117.29,Single Family,Lenna,Paprocki,Feltz Printing Service,640 Main St,Anchorage,Anchorage,AK,99501,907-385-4413,85,70,61,59,41
38.79,-121.55,Single Family,Donette,Foller,Printing Dimensions,35 Center St,Hamilton,Butler,OH,45011,513-570-1894,87,73,72,62,20
33.1105,-116.67,Single Family,Simona,Morasca,"Chapman, Ross E Esq",4 Mcauley Dr,Ashland,Ashland,OH,44805,419-503-2485,70,88,63,64,40
37.8422,-121.05,Single Family,Mitsue,Tollner,Morlong Associates,8 Eads St,Chicago,Cook,IL,60632,773-573-6915,76,76,59,44,34
37.4772,-122.17,Single Family,Leota,Dilliard,Commercial Press,8 W Jackson Blvd,San Jose,Santa Clara,CA,95111,408-752-3501,98,88,67,64,22
37.4772,-122.17,Commercial,Sage,Wieser,Truhlar And Truhlar Attys,6 Boston Ave #88,Sioux Falls,Minnehaha,SD,57105,605-414-2148,92,72,77,58,20
37.4772,-122.17,Single Family,Kris,Marrier,"King, Christopher A Esq",229 Runamuck Pl #2808,Baltimore,Baltimore City,MD,21224,410-655-8724,88,65,75,59,37
37.4772,-122.17,Single Family,Minna,Amigon,"Dorl, James J Esq",2372 Jerrold Ave,Kulpsville,Montgomery,PA,19443,215-874-1230,72,90,68,65,42
37.4772,-122.17,Single Family,Abel,Maclead,Rangoni Of Florence,37276 St  Rt 17m M,Middle Island,Suffolk,NY,11953,631-335-3415,80,61,77,54,42
37.4772,-122.17,Single Family,Kiley,Caldarera,Feiner Bros,26 E 75th St #69,Los Angeles,Los Angeles,CA,90034,310-498-5652,74,72,55,64,31
38.9248,-121.99,Single Family,Graciela,Ruta,Buckley Miller & Wright,99 Connecticut Ave Nw,Chagrin Falls,Geauga,OH,44023,440-780-8426,74,85,64,55,46
37.6917,-122.46,Single Family,Cammy,Albares,"Rousseaux, Michael Esq",57 E Morehead St,Laredo,Webb,TX,78045,956-537-6196,99,69,69,59,31
32.8652,-116.63,Single Family,Mattie,Poquette,Century Communications,74 State Road 434 E,Phoenix,Maricopa,AZ,85013,602-277-4386,95,70,67,65,32
36.7315,-121.61,Single Family,Meaghan,Garufi,"Bolton, Wilbur Esq",69734 E Carrillo St,Mc Minnville,Warren,TN,37110,931-313-9636,95,66,72,66,40
33.1415,-117.24,Single Family,Gladys,Rim,T M Byxbee Company Pc,323 New Horizon Blvd,Milwaukee,Milwaukee,WI,53207,414-661-9599,88,77,69,52,47
33.1415,-117.24,Single Family,Yuki,Whobrey,Farmers Insurance Group,2 State Route 27,Taylor,Wayne,MI,48180,313-288-7938,85,87,58,52,20
33.1415,-117.24,Single Family,Fletcher,Flosi,Post Box Services Plus,395 Manchester Blvd,Rockford,Winnebago,IL,61109,815-828-2148,83,85,73,54,22
33.1374,-117.33,Multi-family,Bette,Nicka,Sport En Art,7 S 33rd St,Aston,Delaware,PA,19014,610-545-3616,83,86,53,64,22
33.1374,-117.33,Multi-family,Veronika,Inouye,C 4 Network Inc,7 Greenleaf Ave,San Jose,Santa Clara,CA,95111,408-540-1786,96,66,70,48,43
33.137,-117.34,Multi-family,Willard,Kolmetz,"Ingalls, Donald R Esq",619 W Yakima Ave,Irving,Dallas,TX,75062,972-303-9198,92,68,52,41,21
33.137,-117.34,Single Family,Maryann,Royster,"Franklin, Peter L Esq",75 S Westgate St,Albany,Albany,NY,12204,518-966-7988,94,87,74,68,49
33.137,-117.34,Single Family,Alisha,Slusarski,Wtlz Power 107 Fm,3274 State St,Middlesex,Middlesex,NJ,8846,732-658-3155,81,63,55,47,40
33.137,-117.34,Single Family,Allene,Iturbide,"Ledecky, David Esq",2 Central Ave,Stevens Point,Portage,WI,54481,715-662-6765,96,65,77,60,50
33.137,-117.34,Single Family,Chanel,Caudy,Professional Image Inc,87 Nw 66th St #8673,Shawnee,Johnson,KS,66218,913-388-2080,77,87,69,48,38
33.12,-117.32,Multi-family,Ezekiel,Chui,"Sider, Donald C Esq",3 Cedar Ave #84,Easton,Talbot,MD,21601,410-669-1643,94,63,67,41,20
33.137,-117.34,Single Family,Willow,Kusko,U Pull It,90991 Thorburn Ave,New York,New York,NY,10011,212-582-4977,74,73,54,68,40
33.137,-117.34,Single Family,Bernardo,Figeroa,"Clark, Richard Cpa",387 9th Ave N,Conroe,Montgomery,TX,77301,936-336-3952,74,62,79,42,41
32.7842,-117.14,Single Family,Ammie,Corrio,"Moskowitz, Barry S",74874 Atlantic Ave,Columbus,Franklin,OH,43215,614-801-9789,98,79,80,66,45
37.72,-121.13,Single Family,Francine,Vocelka,Cascade Realty Advisors Inc,367 South Dr,Las Cruces,Dona Ana,NM,88011,505-977-3912,100,66,74,68,37
37.7111,-122.15,Single Family,Ernie,Stenseth,Knwz Newsradio,46 E Liberty St,Ridgefield Park,Bergen,NJ,7660,201-709-6246,71,89,77,46,27
37.7111,-122.15,Single Family,Albina,Glick,"Giampetro, Anthony D",5 Ralph Ct,Dunellen,Middlesex,NJ,8812,732-924-7883,75,62,63,69,48
37.7111,-122.15,Single Family,Alishia,Sergi,Milford Enterprises Inc,2743 Distribution Way,New York,New York,NY,10025,212-860-1580,88,75,73,50,22
37.7111,-122.15,Commercial,Solange,Shinko,"Mosocco, Ronald A",427 Wolf St,Metairie,Jefferson,LA,70002,504-979-9176,81,87,76,52,49
37.2532,-121.01,Single Family,Jose,Stockham,Tri State Refueler Co,129 Bransten Rd,New York,New York,NY,10011,212-675-8571,85,82,60,42,24
37.2532,-121.01,Single Family,Rozella,Ostrosky,Parkway Company,18 Morena Blvd,Camarillo,Ventura,CA,93012,805-832-6164,83,78,79,56,35
39.5829,-122.01,Single Family,Valentine,Gillian,Fbs Business Finance,776 W 17th St,San Antonio,Bexar,TX,78204,210-812-9598,99,90,58,68,50
33.2533,-117.09,Single Family,Kati,Rulapaugh,Eder Assocs Consltng Engrs Pc,6981 Dorsett Rd,Abilene,Dickinson,KS,67410,785-463-7830,75,75,75,46,45
33.2533,-117.09,Single Family,Youlanda,Schemmer,Tri M Tool Inc,2882 Lewis Rd,Prineville,Crook,OR,97754,541-548-8198,76,70,61,63,42
33.0896,-117.2,Single Family,Dyan,Oldroyd,International Eyelets Inc,7220 Woodfield Rd,Overland Park,Johnson,KS,66204,913-413-4605,79,84,51,58,34
33.0216,-117.1,Single Family,Roxane,Campain,Rapid Trading Intl,1049 Main St,Fairbanks,Fairbanks North Star,AK,99708,907-231-4723,84,65,59,54,49
33.0216,-117.1,Single Family,Lavera,Perin,Abc Enterprises Inc,679 3rd Ave,Miami,Miami-Dade,FL,33196,305-606-7292,79,83,73,60,28
33.0216,-117.1,Single Family,Erick,Ferencz,Cindy Turner Associates,21 S Babcock St,Fairbanks,Fairbanks North Star,AK,99712,907-741-1045,92,89,65,54,32
33.0216,-117.1,Single Family,Fatima,Saylors,"Stanton, James D Esq",3 Lighthouse Ave,Hopkins,Hennepin,MN,55343,952-768-2417,93,86,71,59,31
33.0216,-117.1,Single Family,Jina,Briddick,Grace Pastries Inc,38939 Park Blvd,Boston,Suffolk,MA,2128,617-399-5125,81,90,64,49,29
33.137,-117.34,Multi-family,Kanisha,Waycott,"Schroer, Gene E Esq",6 Tomahawk Dr,Los Angeles,Los Angeles,CA,90006,323-453-2781,91,66,57,53,27
37.9471,-121.29,Multi-family,Emerson,Bowley,Knights Inn,763 S Main St,Madison,Dane,WI,53711,608-336-7445,81,63,53,67,36
37.9471,-121.29,Multi-family,Blair,Malet,Bollinger Mach Shp & Shipyard,210 Decker Dr,Philadelphia,Philadelphia,PA,19132,215-907-9112,72,87,66,60,41
32.8045,-116.92,Single Family,Brock,Bolognia,Orinda News,4487 W O St #1,New York,New York,NY,10003,212-402-9217,90,83,75,68,40
32.8045,-116.92,Single Family,Lorrie,Nestle,Ballard Spahr Andrews,40 S 7th St,Tullahoma,Coffee,TN,37388,931-875-6645,91,69,68,57,41
32.8045,-116.92,Single Family,Sabra,Uyetake,Lowy Limousine Service,98839 Hawthorne Blvd #6102,Columbia,Richland,SC,29201,803-925-5214,85,65,50,56,35
32.8045,-116.92,Single Family,Marjory,Mastella,Vicon Corporation,72 San Mateo Ave,Wayne,Delaware,PA,19087,610-814-5534,87,83,76,66,21
33.2307,-117.02,Multi-family,Karl,Klonowski,"Rossi, Michael M",77 Brooks St #9,Flemington,Hunterdon,NJ,8822,908-877-6136,99,77,74,51,39
37.59,-122.38,Single Family,Tonette,Wenner,Northwest Publishing,4546 Courthouse Rd,Westbury,Nassau,NY,11590,516-968-6052,89,68,69,43,50
37.746,-122.4,Single Family,Amber,Monarrez,Branford Wire & Mfg Co,14289 Foster Ave #4121,Jenkintown,Montgomery,PA,19046,215-934-8656,90,89,70,63,26
37.746,-122.4,Single Family,Shenika,Seewald,East Coast Marketing,5 Otis St,Van Nuys,Los Angeles,CA,91405,818-423-4008,96,85,80,62,45
37.46,-122.4,Single Family,Delmy,Ahle,Wye Technologies Inc,65895 S 16th St,Providence,Providence,RI,2909,401-458-2548,95,84,60,43,38
37.46,-122.4,Single Family,Deeanna,Juhas,"Healy, George W Iv",14303 Pennsylvania Ave,Huntingdon Valley,Montgomery,PA,19006,215-211-9590,86,64,59,65,39
37.46,-122.4,Single Family,Blondell,Pugh,Alpenlite Inc,202 Hawk Ct,Providence,Providence,RI,2904,401-960-8260,89,65,58,45,32
32.5622,-117.03,Single Family,Jamal,Vanausdal,"Hubbard, Bruce Esq",53076 Sw 152nd Ter #615,Monroe Township,Middlesex,NJ,8831,732-234-1547,79,90,55,55,38
32.5622,-117.03,Commercial,Cecily,Hollack,Arthur A Oliver & Son Inc,60 N Groesbeck Hwy,Austin,Travis,TX,78731,512-486-3818,91,61,78,54,38
37.0664,-120.84,Single Family,Carmelina,Lindall,George Jessop Carter Jewelers,2665 Lewis Rd,Littleton,Douglas,CO,80126,303-724-7372,98,76,52,69,32
38.71,-121.79,Single Family,Maurine,Yglesias,"Schultz, Thomas C Md",60 Shady Ln #53,Milwaukee,Milwaukee,WI,53214,414-748-1375,86,89,57,64,34
38.6782,-121.76,Single Family,Tawna,Buvens,H H H Enterprises Inc,3306 Nabell Ave #679,New York,New York,NY,10009,212-674-9611,96,69,77,48,33
38.6782,-121.76,Single Family,Penney,Weight,Hawaiian King Hotel,19 Fountain St,Anchorage,Anchorage,AK,99515,907-797-9629,89,88,54,62,21
38.6782,-121.76,Single Family,Elly,Morocco,Killion Industries,8 W 32nd St,Erie,Erie,PA,16502,814-393-5572,83,85,69,66,47
33.13,-117.35,Single Family,Ilene,Eroman,"Robinson, William J Esq",2854 S Central Expy,Glen Burnie,Anne Arundel,MD,21061,410-914-9019,79,62,62,63,35
38.9568,-121.05,Single Family,Vallie,Mondella,Private Properties,75 W College St,Boise,Ada,ID,83707,208-862-5340,93,88,69,69,48
38.9568,-121.05,Single Family,Kallie,Blackwood,Rowley Schlimgen Inc,702 S Harrison Rd,San Francisco,San Francisco,CA,94104,415-315-2762,86,64,74,43,37
34.4878,-119.88,Single Family,Johnetta,Abdallah,Forging Specialties,1089 Pinehurst St,Chapel Hill,Orange,NC,27514,919-225-9346,88,88,59,61,40
34.4878,-119.88,Single Family,Bobbye,Rhym,"Smits, Patricia Garity",31 W 80th St #1995,San Carlos,San Mateo,CA,94070,650-528-5784,73,65,59,45,26
34.4878,-119.88,Single Family,Micaela,Rhymes,H Lee Leonard Attorney At Law,20933 Hedley St,Concord,Contra Costa,CA,94520,925-647-3299,76,77,66,61,23
34.4878,-119.88,Multi-family,Tamar,Hoogland,A K Construction Co,2738 Pistorio Rd #9230,London,Madison,OH,43140,740-343-8576,88,80,74,51,24
34.4878,-119.88,Multi-family,Moon,Parlato,"Ambelang, Jessica M Md",74989 Brandon St,Wellsville,Allegany,NY,14895,585-866-8314,70,60,77,46,47
34.4878,-119.88,Multi-family,Laurel,Reitler,Q A Service,7 Kains Ave,Baltimore,Baltimore City,MD,21215,410-520-4833,90,66,50,50,44
39.11,-121.64,Single Family,Delisa,Crupi,Wood & Whitacre Contractors,47566 W Grand Ave,Newark,Essex,NJ,7105,973-354-2041,86,78,65,62,46
32.7415,-117.23,Single Family,Viva,Toelkes,Mark Iv Press Ltd,4285 Dorigo Ln,Chicago,Cook,IL,60647,773-446-5570,78,88,62,40,50
32.7415,-117.23,Single Family,Elza,Lipke,Museum Of Science & Industry,6795 Lake Dr E,Newark,Essex,NJ,7104,973-927-3448,100,68,66,67,27
32.7415,-117.23,Single Family,Devorah,Chickering,Garrison Ind,32 Douglas Blvd #950,Clovis,Curry,NM,88101,505-975-8560,95,60,61,59,20
32.7415,-117.23,Multi-family,Timothy,Mulqueen,Saronix Nymph Products,45 W 4th St,Staten Island,Richmond,NY,10309,718-332-6528,96,84,66,47,25
39.0261,-121.54,Single Family,Arlette,Honeywell,Smc Inc,11280 Loytan St,Jacksonville,Duval,FL,32254,904-775-4481,96,73,61,65,28
38.76,-121.76,Single Family,Dominque,Dickerson,E A I Electronic Assocs Inc,70 Marquette Ave,Hayward,Alameda,CA,94545,510-993-3759,70,78,75,66,24
37.78,-122.38,Single Family,Lettie,Isenhower,"Conte, Christopher A Esq",71 W Main St,Beachwood,Cuyahoga,OH,44122,216-657-7669,88,80,79,59,47
37.78,-122.38,Single Family,Myra,Munns,Anker Law Office,462 Prospect Pl #316,Euless,Tarrant,TX,76040,817-914-7519,96,77,79,55,45
37.78,-122.38,Single Family,Stephaine,Barfield,Beutelschies & Company,47155 Whipple Ave Nw,Gardena,Los Angeles,CA,90247,310-774-7644,97,78,67,62,25
37.78,-122.38,Single Family,Lai,Gato,"Fligg, Kenneth I Jr",38 Alabama Ave,Evanston,Cook,IL,60201,847-728-7287,87,72,51,57,29
37.78,-122.38,Single Family,Stephen,Emigh,"Sharp, J Daniel Esq",3778 E Richmond St #900,Akron,Summit,OH,44302,330-537-5359,95,84,61,52,44
37.61,-122.44,Commercial,Tyra,Shields,"Assink, Anne H Esq",4 Fort Worth Ave,Philadelphia,Philadelphia,PA,19106,215-255-1642,78,60,58,70,35
40.7912,-121.94,Single Family,Tammara,Wardrip,Jewel My Shop Inc,4801 Black Horse Pike,Burlingame,San Mateo,CA,94010,650-803-1937,95,80,55,43,34
40.7912,-121.94,Single Family,Cory,Gibes,Chinese Translation Resources,83649 W Belmont Ave,San Gabriel,Los Angeles,CA,91776,626-572-1097,78,64,59,68,49
38.5516,-121.56,Single Family,Danica,Bruschke,"Stevens, Charles T",841 15th Ave,Waco,McLennan,TX,76708,254-782-8570,84,63,76,55,40
38.5516,-121.56,Single Family,Wilda,Giguere,"Mclaughlin, Luther W Cpa",1748 Calle Amanecer #2,Anchorage,Anchorage,AK,99501,907-870-5537,82,74,70,65,34
36.9923,-121.98,Single Family,Elvera,Benimadho,Tree Musketeers,99385 Charity St #841,San Jose,Santa Clara,CA,95110,408-703-8506,73,66,79,47,22
36.9923,-121.98,Single Family,Carma,Vanheusen,Springfield Div Oh Edison Co,68556 Central Hwy,San Leandro,Alameda,CA,94577,510-503-7170,97,83,78,54,24
36.9923,-121.98,Single Family,Malinda,Hochard,Logan Memorial Hospital,56 Riverside Ave,Indianapolis,Marion,IN,46202,317-722-5067,98,60,61,57,20
36.9923,-121.98,Single Family,Natalie,Fern,"Kelly, Charles G Esq",7141 University Ave,Rock Springs,Sweetwater,WY,82901,307-704-8714,92,82,50,62,45
32.7456,-117.08,Single Family,Lisha,Centini,Industrial Paper Shredders Inc,65 5th Ave #1153,Mc Lean,Fairfax,VA,22102,703-235-3938,93,67,61,60,24
32.7456,-117.08,Single Family,Arlene,Klusman,Beck Horizon Builders,4 Secor Rd,New Orleans,Orleans,LA,70112,504-710-5841,78,63,64,42,45
38.5893,-121.55,Single Family,Alease,Buemi,Porto Cayo At Hawks Cay,5 Webbs Chapel Rd,Boulder,Boulder,CO,80303,303-301-4947,76,80,50,64,46
38.5893,-121.55,Multi-family,Louisa,Cronauer,Pacific Grove Museum Ntrl Hist,525 Louisiana Ave Nw,San Leandro,Alameda,CA,94577,510-828-7048,97,61,79,61,44
38.5893,-121.55,Multi-family,Angella,Cetta,Bender & Hatley Pc,186 Blackstone Bldge,Honolulu,Honolulu,HI,96817,808-892-7944,71,67,56,66,37
38.9821,-121.64,Multi-family,Cyndy,Goldammer,Di Cristina J & Son,171 Wyoming Ave,Burnsville,Dakota,MN,55337,952-334-9409,81,69,60,70,40
38.8444,-121.17,Single Family,Rosio,Cork,Green Goddess,5 10th St W,High Point,Guilford,NC,27263,336-243-5660,80,80,61,47,49
38.8444,-121.17,Single Family,Celeste,Korando,American Arts & Graphics,8 W Pinhook Rd,Lynbrook,Nassau,NY,11563,516-509-2348,79,88,75,53,43
37.91,-121.2,Single Family,Twana,Felger,Opryland Hotel,2 Commerce Way,Portland,Washington,OR,97224,503-939-3154,72,80,71,58,20
38.12,-122.33,Single Family,Estrella,Samu,Marking Devices Pubg Co,65 Lakeview Ave,Beloit,Rock,WI,53511,608-976-7200,85,63,79,70,21
32.7549,-117.13,Multi-family,Donte,Kines,W Tc Industries Inc,4 Aspen St,Worcester,Worcester,MA,1602,508-429-8577,97,61,77,40,41
32.7549,-117.13,Single Family,Tiffiny,Steffensmeier,Whitehall Robbins Labs Divsn,32861 Sierra Rd,Miami,Miami-Dade,FL,33133,305-385-9696,74,83,80,67,32
32.7549,-117.13,Single Family,Edna,Miceli,Sampler,556 Main St,Erie,Erie,PA,16502,814-460-2656,80,73,80,60,32
37.2264,-121.98,Single Family,Sue,Kownacki,Juno Chefs Incorporated,3 Se 3rd Ave,Mesquite,Dallas,TX,75149,972-666-3414,82,66,68,45,50
37.2264,-121.98,Single Family,Jesusa,Shin,"Carroccio, A Thomas Esq",2240 Shawnee Mission Pky,Tullahoma,Coffee,TN,37388,931-273-8710,96,85,78,45,37
40.2138,-123.6,Single Family,Rolland,Francescon,"Stanley, Richard L Esq",2727 Charcot Ave,Paterson,Passaic,NJ,7501,973-649-2923,78,73,68,47,27
40.2138,-123.6,Single Family,Pamella,Schmierer,K Cs Cstm Mouldings Windows,5162 Dorsett Rd,Homestead,Miami-Dade,FL,33030,305-420-8971,87,73,59,67,40
37.0416,-122.03,Single Family,Glory,Kulzer,Comfort Inn,55893 Jacksonville Rd,Owings Mills,Baltimore,MD,21117,410-224-9463,87,88,64,67,44
37.0416,-122.03,Commercial,Shawna,Palaspas,"Windsor, James L Esq",6 N Cleveland Massillon Rd,Thousand Oaks,Ventura,CA,91362,805-275-3567,90,84,77,65,28
38.091,-122.25,Single Family,Brandon,Callaro,Jackson Shields Yeiser,8 Benton Dr,Honolulu,Honolulu,HI,96819,808-215-6833,85,62,65,68,31
38.091,-122.25,Single Family,Scarlet,Cartan,"Box, J Calvin Esq",9391 S Howell Ave,Albany,Dougherty,GA,31701,229-735-3379,83,82,63,62,49
32.739,-117,Single Family,Oretha,Menter,Custom Engineering Inc,9 County Center Dr #647,Boston,Suffolk,MA,2210,617-418-5044,78,70,75,41,30
32.739,-117,Single Family,Ty,Smith,Bresler Eitel Framg Gllry Ltd,4647 Kaahumanu St,Hackensack,Bergen,NJ,7601,201-672-1554,89,86,53,48,36
39.7863,-123.25,Single Family,Xuan,Rochin,"Carol, Drake Sparks Esq",3 Monroe St,San Mateo,San Mateo,CA,94403,650-933-5073,83,77,70,56,25
33.0212,-117.13,Single Family,Lindsey,Dilello,Biltmore Investors Bank,52778 Leaders Heights Rd,Ontario,San Bernardino,CA,91761,909-639-9888,88,74,74,69,28
37.6033,-122.42,Single Family,Devora,Perez,Desco Equipment Corp,72868 Blackington Ave,Oakland,Alameda,CA,94606,510-955-3017,93,74,53,43,24
32.7133,-117.15,Single Family,Herman,Demesa,Merlin Electric Co,10 Norristown Rd,Troy,Rensselaer,NY,12180,518-497-2941,82,80,76,68,40
32.7133,-117.15,Single Family,Rory,Papasergi,Bailey Cntl Co Div Babcock,84 County Road 437 #8581,Clarks Summit,Lackawanna,PA,18411,570-867-7490,96,74,52,69,41
36.4295,-121.33,Single Family,Talia,Riopelle,Ford Brothers Wholesale Inc,2 N Harlem Ave #9,Orange,Essex,NJ,7050,973-245-2134,74,64,80,67,44
39.2095,-121.06,Single Family,Van,Shire,Cambridge Inn,90131 J St,Pittstown,Hunterdon,NJ,8867,908-409-2891,84,74,70,44,46
32.744,-117.05,Multi-family,Lucina,Lary,"Matricciani, Albert J Jr",8598 W National Ave,Cocoa,Brevard,FL,32922,321-749-4982,86,77,72,66,27
32.744,-117.05,Multi-family,Bok,Isaacs,Nelson Hawaiian Ltd,7 Gilson St,Bronx,Bronx,NY,10468,718-809-3763,83,62,68,41,20
32.744,-117.05,Multi-family,Rolande,Spickerman,Neland Travel Agency,66 W Maple Ave,Pearl City,Honolulu,HI,96782,808-315-3078,90,76,71,70,20
32.7332,-117.17,Single Family,Howard,Paulas,"Asendorf, J Alan Esq",867 34th Ave,Denver,Denver,CO,80231,303-623-4242,87,88,52,54,47
32.7332,-117.17,Single Family,Kimbery,Madarang,"Silberman, Arthur L Esq",799 Lund Farm Way,Rockaway,Morris,NJ,7866,973-310-1635,88,71,63,60,26
32.7143,-117.17,Single Family,Thurman,Manno,Honey Bee Breeding Genetics &,9388 Charcot Ave,Absecon,Atlantic,NJ,8201,609-524-3587,78,75,60,62,31
32.7143,-117.17,Single Family,Becky,Mirafuentes,Wells Kravitz Schnitzer,30554 Washington Rd,Plainfield,Union,NJ,7062,908-877-8410,75,86,73,57,28
32.7143,-117.17,Multi-family,Beatriz,Corrington,Prohab Rehabilitation Servs,482 W Lemon St,Middleboro,Plymouth,MA,2346,508-584-4280,89,78,62,59,34
32.7143,-117.17,Single Family,Marti,Maybury,"Eldridge, Kristin K Esq",5 Warehouse Point Rd #7,Chicago,Cook,IL,60638,773-775-4523,100,85,73,68,22
32.5833,-117.1,Single Family,Nieves,Gotter,"Vlahos, John J Esq",4941 Pulaski Park Dr,Portland,Multnomah,OR,97202,503-527-5275,73,75,75,48,38
32.5833,-117.1,Single Family,Leatha,Hagele,Ninas Indian Grs & Videos,628 Walford Ave,Dallas,Dallas,TX,75227,214-339-1810,94,71,75,63,24
32.6988,-117.17,Single Family,Valentin,Klimek,"Schmid, Gayanne K Esq",138 Pioneer Way,Chicago,Cook,IL,60604,312-303-5454,79,76,62,43,33
32.6988,-117.17,Single Family,Melissa,Wiklund,Moapa Valley Federal Credit Un,62 13 Stoneridge #835,Findlay,Hancock,OH,45840,419-939-3614,77,79,74,62,41
38.9145,-121.02,Single Family,Sheridan,Zane,Kentucky Tennessee Clay Co,2410 Alabama Rd,Riverside,Riverside,CA,92501,951-645-3606,89,70,77,66,46
32.7024,-117.18,Single Family,Bulah,Padilla,Admiral Party Rentals & Sales,8928 Vandever Ave,Waco,McLennan,TX,76707,254-463-4369,71,61,55,64,50
32.7024,-117.18,Commercial,Audra,Kohnert,"Nelson, Karolyn King Esq",135 Lewis Rd,Nashville,Davidson,TN,37211,615-406-7855,71,70,59,48,43
32.7024,-117.18,Single Family,Daren,Weirather,Panasystems,10 N College Ave #3,Milwaukee,Milwaukee,WI,53216,414-959-2541,82,87,79,60,45
32.7024,-117.18,Single Family,Fernanda,Jillson,"Shank, Edward L Esq",60481 Old Us Highway 51,Preston,Caroline,MD,21655,410-387-5261,91,84,71,41,32
32.8159,-117.09,Single Family,Gearldine,Gellinger,Megibow & Edwards,5 Bloomfield Ave,Irving,Dallas,TX,75061,972-934-6915,95,70,61,53,44
32.8159,-117.09,Single Family,Chau,Kitzman,"Benoff, Edward Esq",430 Tiger Ln,Beverly Hills,Los Angeles,CA,90212,310-560-8023,72,70,57,69,26
38.7754,-121.86,Single Family,Theola,Frey,Woodbridge Free Public Library,54170 N Main St,Massapequa,Nassau,NY,11758,516-948-5769,88,87,67,64,23
36.6244,-121.69,Single Family,Cheryl,Haroldson,New York Life John Thune,93 Main St,Atlantic City,Atlantic,NJ,8401,609-518-7698,93,62,52,62,31
37.66,-122.38,Single Family,Laticia,Merced,Alinabal Inc,73 Mannix Dr,Cincinnati,Hamilton,OH,45203,513-508-7372,87,69,56,68,26
37.67,-122.42,Single Family,Carissa,Batman,"Poletto, Kim David Esq",12271 Caton Center Dr,Eugene,Lane,OR,97401,541-326-4075,90,63,57,62,29
37.5233,-122.26,Single Family,Lezlie,Craghead,"Chang, Carolyn Esq",750 W 18th St #45,Smithfield,Johnston,NC,27577,919-533-3763,76,89,72,50,49
37.5233,-122.26,Single Family,Ozell,Shealy,Silver Bros Inc,9 Industry Ln,New York,New York,NY,10002,212-332-8436,86,61,56,56,33
37.5233,-122.26,Single Family,Arminda,Parvis,Newtec Inc,2 Huntwood Ave,Phoenix,Maricopa,AZ,85017,602-906-9420,80,87,78,69,46
36.9748,-120.64,Multi-family,Reita,Leto,Creative Business Systems,55263 N French Rd,Indianapolis,Marion,IN,46240,317-234-1136,72,85,69,56,42
37.6052,-122.39,Multi-family,Yolando,Luczki,Dal Tile Corporation,423 E 21st St,Syracuse,Onondaga,NY,13214,315-304-4760,81,67,52,46,36
38.9013,-121.09,Multi-family,Lizette,Stem,Edward S Katz,502 N 19th Ave,Cherry Hill,Camden,NJ,8002,856-487-5413,98,70,76,49,43
37.65,-122.41,Single Family,Gregoria,Pawlowicz,Oh My Goodknits Inc,456 N Main Ave,Garden City,Nassau,NY,11530,516-212-1916,100,72,78,68,47
37.65,-122.41,Single Family,Carin,Deleo,"Redeker, Debbie",1845 Southern Blvd,Little Rock,Pulaski,AR,72202,501-308-1041,87,77,60,63,47
37.2603,-121.89,Single Family,Chantell,Maynerich,Desert Sands Motel,2024 Greg St,Saint Paul,Ramsey,MN,55101,651-591-2584,81,77,79,68,45
32.8278,-116.79,Single Family,Dierdre,Yum,Cummins Southern Plains Inc,63382 Jenks Ave,Philadelphia,Philadelphia,PA,19134,215-325-3043,74,90,53,65,23
